Date,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_currency_volume,btc_market_price,btc_numtransactions,btc_antpoolhashrate,btc_blocksize,dowjones_close,nasdaq_close,senti_btc,senti_other,senti_joined,btc_market_price_shift1
2018-05-05 14:00:00,9868.3,9939.7,9861.0,9918.99,365.41,3622423.04,9913.44,8638.0,2.28893768518677e+18,640428.0,0.0,0.0,0.0,0.0,0.0,9905.58
2018-05-05 15:00:00,9916.42,9938.66,9871.18,9874.48,240.97,2386980.56,9905.58,2089.0,2.28893768518677e+18,943387.0,0.0,0.0,0.425,0.0,0.34,9867.76
2018-05-05 16:00:00,9874.36,9900.0,9833.48,9873.25,312.6,3084628.16,9867.76,14070.0,2.28893768518677e+18,948218.5,0.0,0.0,0.0,0.0,0.0,9876.55
2018-05-05 17:00:00,9883.5,9901.99,9842.01,9845.33,229.6,2267654.32,9876.55,13312.0,2.28893768518677e+18,901576.7142857143,0.0,0.0,0.0,0.0,0.0,9812.53
2018-05-05 18:00:00,9845.33,9854.49,9741.33,9840.46,573.35,5625979.33,9812.53,7255.0,2.60140241097877e+18,601349.3333333335,0.0,0.0,0.0,0.0,0.0,9841.85
2018-05-05 19:00:00,9832.9,9861.11,9826.11,9838.07,242.09,2382642.92,9841.85,12845.0,2.60140241097877e+18,584167.5555555555,0.0,0.0,0.0,0.0,0.0,9767.44
2018-05-05 20:00:00,9838.98,9846.71,9706.94,9731.85,632.61,6178951.5,9767.44,6479.0,2.60140241097877e+18,400026.7,0.0,0.0,0.0,0.0,0.0,9722.22
2018-05-05 21:00:00,9737.8,9769.0,9688.88,9757.0,377.75,3672545.18,9722.22,8954.0,1.47293764581382e+18,581213.4285714285,0.0,0.0,0.0,0.0,0.0,9792.0
2018-05-05 22:00:00,9756.99,9828.88,9728.71,9803.62,108.38,1061283.62,9792.0,7276.0,6.021126772431e+18,505863.33333333326,0.0,0.0,0.0,0.0,0.0,9811.29
2018-05-05 23:00:00,9796.98,9848.0,9769.19,9823.28,201.49,1976869.78,9811.29,7352.0,4.85924408160465e+18,320480.4,0.0,0.0,0.0,0.0,0.0,9873.97
2018-05-06 00:00:00,9827.04,9902.78,9795.09,9891.49,275.73,2722547.04,9873.97,6598.0,8.87242563436288e+18,382832.1428571429,0.0,0.0,0.0,0.0,0.0,9881.84
2018-05-06 01:00:00,9890.51,9918.41,9849.71,9894.99,197.19,1948552.18,9881.84,6392.0,5.82421197238858e+18,352812.125,0.0,0.0,0.0,0.0,0.0,9848.22
2018-05-06 02:00:00,9894.99,9898.24,9804.37,9830.99,167.51,1649682.81,9848.22,7566.0,5.4735781717695e+18,563084.5714285715,0.0,0.0,0.0,0.0,0.0,9840.46
2018-05-06 03:00:00,9830.99,9870.58,9815.42,9834.11,150.78,1483773.42,9840.46,5458.0,6.76110086501156e+18,549608.25,0.0,0.0,0.0,0.0,0.0,9842.92
2018-05-06 04:00:00,9841.99,9872.28,9805.0,9813.0,96.62,951052.3,9842.92,6213.0,1.3949138170304e+19,286635.9,0.0,0.0,0.0,0.0,0.0,9752.61
2018-05-06 05:00:00,9813.01,9815.93,9706.94,9709.66,455.1,4438461.66,9752.61,3087.0,2.36234019967241e+19,213510.75,0.0,0.0,0.0,0.0,0.0,9638.19
2018-05-06 06:00:00,9706.16,9712.24,9550.0,9646.79,854.23,8233197.54,9638.19,9408.0,6.96416557553095e+18,707982.6666666665,0.0,0.0,0.0,0.0,0.0,9641.88
2018-05-06 07:00:00,9646.79,9665.84,9604.25,9665.83,307.55,2965340.29,9641.88,2950.0,7.08556714934558e+18,794982.5,0.0,0.0,0.0,0.0,0.0,9544.22
2018-05-06 08:00:00,9665.83,9670.0,9480.0,9520.25,901.27,8601964.16,9544.22,3680.0,7.08556714934558e+18,963505.0,0.0,0.0,0.0,0.0,0.0,9503.74
2018-05-06 09:00:00,9520.25,9546.5,9467.57,9519.98,540.97,5141243.64,9503.74,11794.0,6.27179452139823e+18,960769.3333333335,0.0,0.0,0.0,0.0,0.0,9555.48
2018-05-06 10:00:00,9519.97,9586.22,9515.0,9522.99,366.08,3498099.57,9555.48,7960.0,6.27179452139823e+18,847311.6,0.0,0.0,0.0,0.0,0.0,9450.46
2018-05-06 11:00:00,9527.99,9550.0,9375.0,9454.98,889.74,8408475.66,9450.46,6619.0,3.22167338868044e+18,487909.5,0.0,0.0,0.0,0.0,0.0,9431.87
2018-05-06 12:00:00,9454.96,9507.32,9375.0,9495.27,369.06,3480958.24,9431.87,4039.0,4.6424651196196e+18,961947.5,0.0,0.0,0.0,0.0,0.0,9547.02
2018-05-06 13:00:00,9501.67,9600.0,9482.52,9545.69,323.88,3092044.5,9547.02,3120.0,4.6424651196196e+18,982644.6666666665,0.0,0.0,0.5,0.0,0.4,9525.7
2018-05-06 14:00:00,9549.31,9559.99,9499.23,9506.15,336.05,3201096.56,9525.7,11084.0,4.16456429848229e+18,954412.8333333335,0.0,0.0,0.0,0.0,0.0,9480.15
2018-05-06 15:00:00,9506.85,9514.0,9446.63,9463.2,202.01,1915051.65,9480.15,9883.0,6.81982341496428e+18,958553.4,0.0,0.0,0.0,0.0,0.0,9528.58
2018-05-06 16:00:00,9461.78,9562.6,9460.63,9538.09,154.44,1471574.19,9528.58,14100.0,6.81982341496428e+18,807497.25,0.0,0.0,0.0,0.0,0.0,9553.43
2018-05-06 17:00:00,9533.61,9578.62,9531.0,9551.59,149.18,1425181.67,9553.43,6606.0,4.28013198961956e+18,746923.25,0.0,0.0,0.0,0.0,0.0,9529.68
2018-05-06 18:00:00,9558.22,9560.38,9501.0,9525.49,243.78,2323173.31,9529.68,7555.0,4.28013198961956e+18,735470.0,0.0,0.0,0.0,0.0,0.0,9503.99
2018-05-06 19:00:00,9518.11,9532.99,9467.57,9488.37,323.66,3076022.57,9503.99,6820.0,4.28013198961956e+18,954994.6666666665,0.0,0.0,0.0,0.0,0.0,9516.66
2018-05-06 20:00:00,9487.39,9541.93,9480.4,9513.98,323.55,3079074.49,9516.66,10592.0,4.28013198961956e+18,573825.8181818182,0.0,0.0,0.0,0.0,0.0,9500.1
2018-05-06 21:00:00,9506.33,9535.85,9482.0,9516.99,143.54,1363691.37,9500.1,7437.0,1.16507808121026e+18,603802.1666666665,0.0,0.0,0.0,0.0,0.0,9591.74
2018-05-06 22:00:00,9516.99,9618.39,9511.16,9580.82,215.57,2067651.71,9591.74,6468.0,1.16507808121026e+18,773336.75,0.0,0.0,0.0,0.0,0.0,9590.85
2018-05-06 23:00:00,9578.53,9627.27,9545.04,9623.54,168.09,1612098.32,9590.85,6332.0,1.16507808121026e+18,493313.16666666674,0.0,0.0,0.0,0.0,0.0,9545.45
2018-05-07 00:00:00,9621.99,9634.5,9434.54,9446.55,306.83,2928794.76,9545.45,5582.0,1.86168905163321e+18,510573.33333333326,0.0,0.0,0.0,0.0,0.0,9329.57
2018-05-07 01:00:00,9434.55,9446.92,9263.0,9326.81,1584.65,14784066.88,9329.57,6536.0,6.91814686027414e+18,674223.6,0.0,0.0,0.0,0.0,0.0,9282.88
2018-05-07 02:00:00,9324.88,9334.44,9241.06,9288.83,732.78,6802313.36,9282.88,4062.0,6.91814686027414e+18,948377.5,0.0,0.0,0.0,0.0,0.0,9249.02
2018-05-07 03:00:00,9282.87,9326.79,9207.0,9317.16,698.56,6461030.55,9249.02,9302.0,6.91814686027414e+18,824290.0,0.0,0.0,0.0,0.0,0.0,9336.08
2018-05-07 04:00:00,9318.27,9360.0,9311.03,9324.84,233.55,2180399.27,9336.08,6401.0,3.6719338314602e+18,344963.7,0.0,0.0,0.0,0.0,0.0,9343.68
2018-05-07 05:00:00,9318.0,9392.07,9275.0,9356.96,1224.35,11439946.64,9343.68,4935.0,5.90383209504598e+18,446845.6,0.0,0.0,0.0,0.0,0.0,9356.31
2018-05-07 06:00:00,9356.53,9379.79,9331.15,9344.02,336.51,3148516.0,9356.31,8979.0,5.90383209504598e+18,513208.0,0.0,0.0,0.0,0.0,0.0,9297.1
2018-05-07 07:00:00,9344.03,9348.96,9257.18,9317.05,370.95,3448723.61,9297.1,8205.0,6.8782053394802e+18,597375.3,0.0,0.0,0.0,0.0,0.0,9337.6
2018-05-07 08:00:00,9317.05,9395.01,9267.92,9378.9,383.26,3578710.52,9337.6,6823.0,6.8782053394802e+18,801081.5,0.0,0.0,0.0,0.0,0.0,9300.03
2018-05-07 09:00:00,9378.8,9378.8,9252.29,9277.87,614.06,5710775.99,9300.03,9929.0,8.49014386145373e+18,557777.6666666665,0.0,0.0,0.0,0.0,0.0,9297.73
2018-05-07 10:00:00,9271.35,9329.08,9270.22,9292.0,239.72,2228807.98,9297.73,8567.0,8.49014386145373e+18,690081.2857142857,0.0,0.0,0.0,0.0,0.0,9304.01
2018-05-07 11:00:00,9298.19,9334.96,9258.06,9331.09,1128.33,10498035.33,9304.01,9255.0,2.6753310686239e+18,930415.8,0.0,0.0,0.0,0.0,0.0,9329.44
2018-05-07 12:00:00,9331.09,9364.04,9300.1,9340.95,487.74,4550342.17,9329.44,9255.0,2.6753310686239e+18,930415.8,0.0,0.0,0.0,0.0,0.0,9307.34
2018-05-07 13:00:00,9336.57,9343.98,9266.48,9275.0,566.8,5275360.63,9307.34,5823.0,3.87236330645697e+18,954059.2,0.0,0.0,0.0,0.0,0.0,9247.34
2018-05-07 14:00:00,9275.0,9332.25,9175.0,9294.61,865.18,8000655.36,9247.34,10452.0,3.87236330645697e+18,901682.0,0.0,0.0,0.0,0.0,0.0,9330.83
2018-05-07 15:00:00,9298.08,9349.0,9294.22,9349.0,313.21,2922470.78,9330.83,11883.0,7.03745764941792e+18,927582.5,0.0,0.0,0.0,0.0,0.0,9366.91
2018-05-07 16:00:00,9349.0,9396.91,9330.49,9345.19,446.75,4184645.25,9366.91,13634.0,7.03745764941792e+18,955421.0,0.0,0.0,0.0,0.0,0.0,9373.54
2018-05-07 17:00:00,9339.37,9391.81,9338.06,9346.61,200.97,1883786.9,9373.54,13640.0,6.50767101529649e+18,951080.5,0.0,0.0,0.0,0.0,0.0,9361.59
2018-05-07 18:00:00,9349.06,9380.54,9346.6,9360.12,165.53,1549658.49,9361.59,10730.0,3.59737874013006e+18,956749.8333333335,0.0,0.0,0.0,0.0,0.0,9411.15
2018-05-07 19:00:00,9363.6,9440.0,9350.21,9421.73,545.52,5133961.28,9411.15,12912.0,3.59737874013006e+18,964659.625,0.0,0.0,0.0,0.0,0.0,9411.76
2018-05-07 20:00:00,9421.73,9442.8,9378.69,9438.99,187.65,1766124.89,9411.76,6815.0,5.54384233315293e+18,912379.6666666665,0.0,0.0,0.0,0.0,0.0,9426.92
2018-05-07 21:00:00,9438.99,9442.8,9380.17,9395.0,199.39,1879644.08,9426.92,14727.0,5.54384233315293e+18,949696.0,0.0,0.0,0.0,0.0,0.0,9333.99
2018-05-07 22:00:00,9394.99,9404.52,9262.0,9302.39,1602.91,14961552.48,9333.99,5587.0,2.36638530275404e+18,502550.4,0.0,0.0,0.0,0.0,0.0,9341.47
2018-05-07 23:00:00,9302.39,9380.0,9281.74,9359.52,181.16,1692316.63,9341.47,10284.0,3.33036682284645e+18,511215.11111111107,0.0,0.0,0.0,0.0,0.0,9375.01
2018-05-08 00:00:00,9356.79,9395.0,9351.71,9376.49,161.76,1516474.7,9375.01,5091.0,9.80397997168248e+18,536447.8,0.0,0.0,0.0,0.0,0.0,9406.88
2018-05-08 01:00:00,9376.49,9434.39,9370.5,9414.23,161.38,1518121.85,9406.88,6659.0,4.04368275049263e+18,801404.0,0.0,0.0,0.0,0.0,0.0,9437.44
2018-05-08 02:00:00,9414.56,9450.0,9399.78,9421.96,262.98,2481888.45,9437.44,5578.0,4.04368275049263e+18,713835.25,0.0,0.0,0.0,0.0,0.0,9415.85
2018-05-08 03:00:00,9421.98,9448.29,9374.4,9423.44,239.77,2257644.91,9415.85,9006.0,3.01424057059929e+18,952148.75,0.0,0.0,0.0,0.0,0.0,9409.85
2018-05-08 04:00:00,9423.44,9435.34,9387.9,9402.94,110.95,1043991.36,9409.85,7326.0,5.60682009415921e+18,826774.8,0.0,0.0,0.0,0.0,0.0,9354.81
2018-05-08 05:00:00,9402.93,9405.3,9311.71,9328.57,700.5,6553033.12,9354.81,7575.0,2.9165309319778e+18,879906.25,0.0,0.0,0.0,0.0,0.0,9335.62
2018-05-08 06:00:00,9332.01,9366.1,9303.53,9322.8,430.73,4021148.25,9335.62,7837.0,2.9165309319778e+18,518869.625,0.0,0.0,0.0,0.0,0.0,9346.53
2018-05-08 07:00:00,9327.28,9368.65,9319.86,9354.84,392.75,3670817.79,9346.53,9372.0,7.31975114834938e+18,768120.3333333335,0.0,0.0,0.0,0.0,0.0,9366.69
2018-05-08 08:00:00,9353.92,9380.0,9345.2,9378.0,474.09,4440633.12,9366.69,5140.0,1.38418371074555e+19,799650.5,0.0,0.0,0.0,0.0,0.0,9292.08
2018-05-08 09:00:00,9366.37,9375.0,9239.01,9294.87,1250.44,11619182.65,9292.08,11715.0,1.38418371074555e+19,962706.6666666665,0.0,0.0,0.0,0.0,0.0,9297.98
2018-05-08 10:00:00,9299.97,9320.0,9262.36,9289.96,503.98,4686029.82,9297.98,9460.0,4.95495153746186e+18,914329.5,0.0,0.0,0.0,0.0,0.0,9204.61
2018-05-08 11:00:00,9288.29,9296.47,9155.15,9169.9,797.77,7343155.9,9204.61,6761.0,4.95495153746186e+18,957919.3333333335,0.0,0.0,0.0,0.0,0.0,9084.68
2018-05-08 12:00:00,9165.0,9170.02,9015.0,9126.21,1374.32,12485255.93,9084.68,11205.0,2.40025187023823e+18,950840.8,0.0,0.0,0.0,0.0,0.0,9127.12
2018-05-08 13:00:00,9125.95,9165.19,9100.05,9113.06,492.84,4498219.43,9127.12,5249.0,9.45517937061003e+18,978374.0,0.0,0.0,0.0,0.0,0.0,9128.58
2018-05-08 14:00:00,9125.19,9163.33,9092.35,9130.0,464.15,4236993.29,9128.58,9610.0,5.81049872522857e+18,963627.8,0.0,0.0,0.0,0.0,0.0,9139.72
2018-05-08 15:00:00,9130.0,9184.23,9110.36,9178.79,541.43,4948551.67,9139.72,11311.0,5.81049872522857e+18,953661.8,0.0,0.0,0.0,0.0,0.0,9135.04
2018-05-08 16:00:00,9174.73,9174.73,9090.0,9120.0,271.96,2484411.12,9135.04,26089.0,1.86430096159125e+18,838017.6666666665,0.0,0.0,0.0,0.0,0.0,9135.31
2018-05-08 17:00:00,9121.56,9165.01,9103.4,9124.44,200.06,1827635.57,9135.31,9976.0,1.86430096159125e+18,645778.375,0.0,0.0,0.0,0.0,0.0,9169.18
2018-05-08 18:00:00,9124.45,9246.6,9050.0,9204.62,1043.16,9564897.08,9169.18,7130.0,5.02095995061896e+18,811481.5,0.0,0.0,0.0,0.0,0.0,9225.78
2018-05-08 19:00:00,9204.62,9256.5,9200.41,9239.35,297.04,2740457.14,9225.78,14147.0,9.48372918479524e+18,682185.7777777779,0.0,0.0,0.0,0.0,0.0,9197.15
2018-05-08 20:00:00,9239.34,9239.34,9155.54,9162.54,436.42,4013806.43,9197.15,8027.0,1.02733349450518e+19,443569.5555555556,0.0,0.0,0.0,0.0,0.0,9184.32
2018-05-08 21:00:00,9164.32,9228.85,9160.01,9175.43,166.23,1526691.23,9184.32,6664.0,1.02733349450518e+19,940291.3333333335,0.0,0.0,0.0,0.0,0.0,9216.79
2018-05-08 22:00:00,9180.0,9243.99,9175.43,9198.39,207.54,1912829.94,9216.79,8711.0,3.79828775508015e+18,955302.0,0.0,0.0,0.0,0.0,0.0,9226.83
2018-05-08 23:00:00,9198.39,9257.1,9164.5,9167.69,436.06,4023427.28,9226.83,8171.0,3.79828775508015e+18,661698.0,0.0,0.0,0.0,0.0,0.0,9154.47
2018-05-09 00:00:00,9181.52,9199.98,9119.53,9122.62,269.2,2464391.47,9154.47,7048.0,1.71375126092307e+18,735383.6,0.0,0.0,0.0,0.0,0.0,9153.66
2018-05-09 01:00:00,9130.35,9169.54,9122.63,9159.81,115.83,1060248.59,9153.66,7259.0,1.84360861367177e+19,482418.875,0.0,0.0,0.0,0.0,0.0,9101.82
2018-05-09 02:00:00,9160.62,9164.23,9074.11,9074.14,446.78,4066470.26,9101.82,6757.0,1.84360861367177e+19,639472.8,0.0,0.0,0.0,0.0,0.0,9038.55
2018-05-09 03:00:00,9077.0,9082.69,9000.0,9046.34,933.4,8436566.04,9038.55,8500.0,1.84360861367177e+19,591800.7142857143,0.0,0.0,0.0,0.0,0.0,9025.19
2018-05-09 04:00:00,9041.0,9082.06,8974.62,9075.69,838.14,7564410.28,9025.19,6411.0,1.84360861367177e+19,304098.4,0.0,0.0,0.0,0.0,0.0,9042.79
2018-05-09 05:00:00,9075.69,9080.3,9011.0,9074.3,799.3,7227901.66,9042.79,6474.0,1.3682861552558e+18,493505.5,0.0,0.0,0.0,0.0,0.0,9065.75
2018-05-09 06:00:00,9067.08,9096.78,9046.0,9088.3,516.28,4680460.43,9065.75,8279.0,1.3682861552558e+18,440338.8,0.0,0.0,0.0,0.0,0.0,9060.63
2018-05-09 07:00:00,9088.3,9092.91,9023.0,9024.99,371.07,3362127.22,9060.63,6875.0,1.3682861552558e+18,672610.6,0.0,0.0,0.0,0.0,0.0,9085.53
2018-05-09 08:00:00,9023.01,9134.99,9018.0,9107.92,467.87,4250841.61,9085.53,7770.0,1.3682861552558e+18,646193.3333333335,0.0,0.0,0.0,0.0,0.0,9109.64
2018-05-09 09:00:00,9107.92,9132.66,9080.0,9101.84,266.91,2431449.39,9109.64,5725.0,1.3682861552558e+18,921503.6666666665,0.0,0.0,0.0,0.0,0.0,9145.26
2018-05-09 10:00:00,9105.4,9220.77,9084.37,9199.77,491.46,4494557.55,9145.26,10753.0,9.3914388986107e+17,789295.7142857143,0.0,0.0,0.0,0.0,0.0,9225.64
2018-05-09 11:00:00,9199.77,9264.99,9176.42,9264.99,864.0,7970980.6,9225.64,8765.0,3.31121577728666e+18,767714.25,0.0,0.0,0.0,0.0,0.0,9296.23
2018-05-09 12:00:00,9265.21,9328.09,9260.6,9273.24,750.44,6976245.86,9296.23,11047.0,3.31121577728666e+18,802157.0,0.0,0.0,0.0,0.0,0.0,9272.69
2018-05-09 13:00:00,9273.24,9307.83,9250.0,9262.4,663.9,6156149.81,9272.69,8229.0,4.95329396705506e+18,953238.8333333335,0.0,0.0,0.0,0.0,0.0,9271.8
2018-05-09 14:00:00,9262.46,9302.17,9244.9,9301.45,372.16,3450565.47,9271.8,10649.0,4.95329396705506e+18,594548.5,0.0,0.0,0.0,0.0,0.0,9288.09
2018-05-09 15:00:00,9301.45,9305.0,9267.18,9272.3,277.03,2573091.71,9288.09,13155.0,6.32769696340825e+18,690648.4444444445,0.0,0.0,0.0,0.0,0.0,9286.88
2018-05-09 16:00:00,9272.3,9305.0,9265.08,9300.95,136.45,1267215.42,9286.88,4142.0,6.32769696340825e+18,958139.5,0.0,0.0,0.0,0.0,0.0,9334.06
2018-05-09 17:00:00,9300.94,9368.79,9297.0,9309.98,534.14,4985709.96,9334.06,14370.0,3.12323498645896e+18,948582.8333333335,0.0,0.0,0.0,0.0,0.0,9304.98
2018-05-09 18:00:00,9309.92,9335.0,9264.95,9273.01,197.84,1840887.19,9304.98,6381.0,5.64714374308746e+18,543921.0,0.0,0.0,0.0,0.0,0.0,9267.9
2018-05-09 19:00:00,9268.24,9293.3,9241.98,9281.74,509.51,4722049.04,9267.9,12628.0,5.64714374308746e+18,902210.5,0.0,0.0,0.0,0.0,0.0,9277.68
2018-05-09 20:00:00,9271.31,9304.0,9247.07,9247.07,168.81,1566140.32,9277.68,12004.0,2.25900519289977e+18,413720.75,0.0,0.0,0.0,0.0,0.0,9211.8
2018-05-09 21:00:00,9247.07,9260.0,9179.98,9240.0,673.48,6203995.29,9211.8,7045.0,2.25900519289977e+18,564706.8,0.0,0.0,0.0,0.0,0.0,9304.59
2018-05-09 22:00:00,9240.0,9337.78,9240.0,9311.64,432.1,4020506.48,9304.59,7386.0,2.37451721101093e+18,396129.625,0.0,0.0,0.3,0.0,0.24,9287.21
2018-05-09 23:00:00,9311.64,9322.57,9266.35,9308.49,272.74,2532958.83,9287.21,8927.0,2.37451721101093e+18,544359.0,0.0,0.0,0.0,0.0,0.0,9337.02
2018-05-10 00:00:00,9308.49,9366.67,9297.81,9323.59,193.71,1808663.27,9337.02,7368.0,6.32692444516098e+18,501315.0,0.0,0.0,0.0,0.0,0.0,9314.1
2018-05-10 01:00:00,9312.9,9351.1,9294.43,9301.65,170.9,1591735.11,9314.1,7171.0,6.32692444516098e+18,471961.125,0.0,0.0,0.0,0.0,0.0,9310.0
2018-05-10 02:00:00,9301.65,9326.96,9274.65,9326.59,187.38,1744476.52,9310.0,7295.0,4.64371309411412e+18,459188.375,0.0,0.0,0.0,0.0,0.0,9313.7
2018-05-10 03:00:00,9314.41,9340.0,9285.95,9322.62,88.71,826250.43,9313.7,5750.0,1.14819625856461e+19,349338.14285714284,0.0,0.0,0.0,0.0,0.0,9329.42
2018-05-10 04:00:00,9322.62,9354.65,9315.4,9328.31,181.96,1697587.52,9329.42,6619.0,1.54065665196027e+19,330791.55555555556,0.0,0.0,0.0,0.0,0.0,9313.94
2018-05-10 05:00:00,9327.97,9349.2,9275.0,9276.42,199.59,1858939.17,9313.94,6274.0,1.54065665196027e+19,452238.66666666674,0.0,0.0,0.0,0.0,0.0,9277.76
2018-05-10 06:00:00,9286.5,9320.0,9244.98,9279.42,212.83,1974621.3,9277.76,3292.0,3.41598036585021e+18,473410.0,0.0,0.0,0.0,0.0,0.0,9348.86
2018-05-10 07:00:00,9282.99,9393.0,9273.04,9370.0,753.17,7041310.68,9348.86,9938.0,3.41598036585021e+18,958564.2,0.0,0.0,0.0,0.0,0.0,9349.79
2018-05-10 08:00:00,9368.5,9382.1,9332.9,9350.5,401.78,3756542.27,9349.79,7612.0,3.41598036585021e+18,921170.0,0.0,0.0,0.0,0.0,0.0,9331.58
2018-05-10 09:00:00,9350.5,9353.8,9317.71,9335.67,407.35,3801232.6,9331.58,12290.0,3.34714448946028e+18,774599.2222222221,0.0,0.0,0.0,0.0,0.0,9340.59
2018-05-10 10:00:00,9335.67,9380.0,9316.76,9372.86,359.87,3361370.04,9340.59,6007.0,3.34714448946028e+18,364787.3,0.0,0.0,0.0,0.0,0.0,9332.62
2018-05-10 11:00:00,9360.43,9374.7,9311.0,9328.94,294.45,2747975.44,9332.62,9821.0,3.66920405907063e+18,702517.6666666665,0.0,0.0,0.0,0.0,0.0,9331.57
2018-05-10 12:00:00,9328.94,9356.0,9310.0,9331.26,428.91,4002428.47,9331.57,12665.0,3.66920405907063e+18,766548.5714285716,0.0,0.0,0.0,0.0,0.0,9363.31
2018-05-10 13:00:00,9336.25,9392.93,9325.0,9369.2,788.4,7382024.67,9363.31,11239.0,3.3627823068142e+18,806562.75,0.0,0.0,0.0,0.0,0.0,9329.82
2018-05-10 14:00:00,9366.48,9376.91,9308.73,9318.11,1033.34,9640866.97,9329.82,8124.0,3.3627823068142e+18,602495.1666666665,0.0,0.0,0.0,0.0,0.0,9327.07
2018-05-10 15:00:00,9318.11,9353.0,9308.44,9326.72,436.81,4074180.47,9327.07,12840.0,3.3627823068142e+18,667166.75,0.0,0.0,0.0,0.0,0.0,9351.08
2018-05-10 16:00:00,9326.72,9365.0,9325.3,9348.31,373.77,3495116.73,9351.08,10512.0,1.37723134099534e+18,550660.125,0.0,0.0,0.0,0.0,0.0,9177.19
2018-05-10 17:00:00,9352.56,9353.8,9098.1,9154.98,1720.23,15786884.2,9177.19,9520.0,3.95300062016122e+18,956734.25,0.0,0.0,0.0,0.0,0.0,9119.35
2018-05-10 18:00:00,9154.98,9165.19,9070.0,9133.22,868.75,7922413.34,9119.35,13599.0,3.95300062016122e+18,722087.375,0.0,0.0,0.0,0.0,0.0,9100.82
2018-05-10 19:00:00,9133.22,9137.98,9066.05,9089.05,386.5,3517428.53,9100.82,7573.0,3.95300062016122e+18,754433.75,0.0,0.0,0.0,0.0,0.0,9083.13
2018-05-10 20:00:00,9088.64,9115.08,9050.0,9089.79,587.47,5336097.75,9083.13,12279.0,3.4292035156535e+18,805879.1428571428,0.0,0.0,0.0,0.0,0.0,9102.72
2018-05-10 21:00:00,9092.9,9128.88,9080.0,9106.17,121.34,1104528.81,9102.72,4207.0,3.4292035156535e+18,516117.33333333326,0.0,0.0,0.0,0.0,0.0,9083.17
2018-05-10 22:00:00,9095.32,9111.8,9047.95,9098.59,362.63,3293829.81,9083.17,10382.0,4.91174657665753e+18,607724.2857142857,0.0,0.0,0.0,0.0,0.0,9027.06
2018-05-10 23:00:00,9093.94,9103.3,8987.74,9020.99,1205.14,10878834.06,9027.06,6584.0,4.91174657665753e+18,865401.3333333335,0.0,0.0,0.0,0.0,0.0,8908.4
